"ID_Fahrzeug","ID_T01","Fehlerhaft_Datum_T01","Fehlerhaft_Fahrleistung_T01","ID_T02","Fehlerhaft_Datum_T02","Fehlerhaft_Fahrleistung_T02"
"11-1-11-572592","1-202-2021-618704",2014-04-20,32354.75,"2-202-2022-1083911",2014-02-20,35040.6246575342
"11-1-12-378284","1-202-2021-618427",2014-04-19,32287.62,"2-202-2022-1081867",2014-02-17,34792.1095890411
"11-1-12-378305","1-202-2021-618122",2014-04-19,32287.62,"2-202-2022-1081009",2014-02-16,34709.2712328767
"11-1-11-571722","1-202-2021-616091",2014-04-14,31951.99,"2-202-2022-1078843",2014-02-13,34460.7561643836
"11-1-11-572363","1-202-2021-615350",2014-04-12,31817.74,"2-202-2022-1077752",2014-02-12,34377.9178082192
"11-1-11-572397","1-202-2021-618747",2014-04-20,32354.75,"2-202-2022-1081501",2014-02-17,34792.1095890411
"11-1-12-378584","1-202-2021-616746",2014-04-16,32086.24,"2-201-2011-463588",2014-02-16,34709.2712328767
"11-1-11-572090","1-202-2021-618009",2014-04-18,32220.49,"2-202-2022-1081292",2014-02-16,34709.2712328767
"11-1-12-378670","1-202-2021-615454",2014-04-13,31884.86,"2-201-2011-462059",2014-02-11,34295.0794520548
"11-1-12-378672","1-202-2021-618182",2014-04-19,32287.62,"2-202-2022-1083299",2014-02-19,34957.7863013699
"11-1-12-378690","1-202-2021-618639",2014-04-20,32354.75,"2-202-2022-1082601",2014-02-18,34874.9479452055
"11-1-11-572792","1-202-2021-615632",2014-04-13,31884.86,"2-201-2011-462324",2014-02-12,34377.9178082192
"11-1-11-573031","1-202-2021-616440",2014-04-15,32019.12,"2-201-2011-463319",2014-02-15,34626.4328767123
"11-1-11-572820","1-202-2021-615824",2014-04-13,31884.86,"2-202-2022-1079507",2014-02-14,34543.5945205479
"11-1-11-572481","1-202-2021-615391",2014-04-13,31884.86,"2-201-2011-462184",2014-02-11,34295.0794520548
"11-1-11-572531","1-202-2021-616326",2014-04-15,32019.12,"2-202-2022-1080401",2014-02-15,34626.4328767123
"11-1-11-572533","1-202-2021-618518",2014-04-20,32354.75,"2-201-2011-463954",2014-02-17,34792.1095890411
"11-1-11-572564","1-202-2021-615940",2014-04-14,31951.99,"2-201-2011-462779",2014-02-13,34460.7561643836
"11-1-11-572934","1-202-2021-615925",2014-04-14,31951.99,"2-202-2022-1080348",2014-02-15,34626.4328767123
"11-1-12-379310","1-202-2021-619743",2014-04-22,32489,"2-201-2011-465511",2014-02-21,35123.4630136986
"11-1-12-379431","1-202-2021-617742",2014-04-18,32220.49,"2-202-2022-1082906",2014-02-18,34874.9479452055
"11-1-12-379443","1-202-2021-620583",2014-04-24,32623.25,"2-202-2022-1085724",2014-02-22,35206.301369863
"11-1-11-573955","1-202-2021-619248",2014-04-21,32421.87,"2-202-2022-1083562",2014-02-19,34957.7863013699
"11-1-11-574061","1-202-2021-619778",2014-04-23,32556.12,"2-202-2022-1085248",2014-02-21,35123.4630136986
"11-1-12-379673","1-202-2021-619847",2014-04-23,32556.12,"2-202-2022-1084314",2014-02-20,35040.6246575342
"11-1-11-574354","1-202-2021-616779",2014-04-16,32086.24,"2-202-2022-1081456",2014-02-16,34709.2712328767
"11-1-12-379722","1-202-2021-617705",2014-04-18,32220.49,"2-202-2022-1083609",2014-02-19,34957.7863013699
"11-1-12-379771","1-202-2021-619221",2014-04-21,32421.87,"2-202-2022-1084623",2014-02-21,35123.4630136986
"11-1-11-574482","1-202-2021-617281",2014-04-17,32153.37,"2-201-2011-464469",2014-02-18,34874.9479452055
"11-1-12-379899","1-202-2021-621281",2014-04-26,32757.5,"2-202-2022-1084541",2014-02-21,35123.4630136986
"11-1-12-379931","1-202-2021-618733",2014-04-20,32354.75,"2-202-2022-1083744",2014-02-19,34957.7863013699
"11-1-11-574093","1-202-2021-620773",2014-04-25,32690.38,"2-202-2022-1085548",2014-02-22,35206.301369863
"11-1-11-574843","1-202-2021-619014",2014-04-21,32421.87,"2-201-2011-464546",2014-02-18,34874.9479452055
"11-1-11-575090","1-202-2021-619986",2014-04-23,32556.12,"2-201-2011-465621",2014-02-22,35206.301369863
"11-1-11-574863","1-202-2021-621446",2014-04-26,32757.5,"2-202-2022-1086262",2014-02-23,35289.1397260274
"11-1-12-380162","1-202-2021-620940",2014-04-25,32690.38,"2-202-2022-1085430",2014-02-22,35206.301369863
"11-1-12-380166","1-202-2021-619348",2014-04-22,32489,"2-201-2011-465586",2014-02-22,35206.301369863
"11-1-12-380204","1-202-2021-619265",2014-04-21,32421.87,"2-201-2011-465471",2014-02-21,35123.4630136986
"11-1-11-574540","1-202-2021-617235",2014-04-17,32153.37,"2-201-2011-464189",2014-02-17,34792.1095890411
"11-1-12-380330","1-202-2021-619198",2014-04-21,32421.87,"2-202-2022-1084492",2014-02-20,35040.6246575342
"11-1-12-380357","1-202-2021-620196",2014-04-23,32556.12,"2-202-2022-1086580",2014-02-23,35289.1397260274
"11-1-11-575246","1-202-2021-620806",2014-04-25,32690.38,"2-201-2011-466244",2014-02-24,35371.9780821918
"11-1-12-380412","1-202-2021-620506",2014-04-24,32623.25,"2-202-2022-1084053",2014-02-20,35040.6246575342
"11-1-12-380423","1-202-2021-617753",2014-04-18,32220.49,"2-201-2011-464382",2014-02-18,34874.9479452055
"11-1-11-574609","1-202-2021-620479",2014-04-24,32623.25,"2-202-2022-1087551",2014-02-24,35371.9780821918
"11-1-11-1185386","1-202-2021-621013",2014-04-25,32690.38,"2-202-2022-1087323",2014-02-24,35371.9780821918
"11-1-12-380514","1-202-2021-621383",2014-04-26,32757.5,"2-202-2022-1086308",2014-02-23,35289.1397260274
"11-1-12-380533","1-202-2021-618681",2014-04-20,32354.75,"2-202-2022-1084298",2014-02-20,35040.6246575342
"11-1-12-380600","1-202-2021-620393",2014-04-24,32623.25,"2-202-2022-1086427",2014-02-23,35289.1397260274
"11-1-12-380602","1-202-2021-618749",2014-04-20,32354.75,"2-201-2011-464988",2014-02-20,35040.6246575342
"11-1-11-574991","1-202-2021-621318",2014-04-26,32757.5,"2-202-2022-1086147",2014-02-23,35289.1397260274
"11-1-11-575892","1-202-2021-622277",2014-04-28,32757.5,"2-202-2022-1088930",2014-02-26,35371.9780821918
"11-1-12-380768","1-202-2021-618932",2014-04-21,32354.75,"2-202-2022-1085673",2014-02-22,35123.4630136986
"11-1-12-380769","1-202-2021-621644",2014-04-27,32757.5,"2-202-2022-1090282",2014-02-28,35620.4931506849
"11-1-11-576296","1-202-2021-622132",2014-04-28,32690.38,"2-202-2022-1089675",2014-02-27,35371.9780821918
"11-1-12-380887","1-202-2021-619708",2014-04-22,32421.87,"2-201-2011-465080",2014-02-20,34957.7863013699
"11-1-11-576315","1-202-2021-622101",2014-04-28,32690.38,"2-202-2022-1089452",2014-02-27,35371.9780821918
"11-1-12-381022","1-202-2021-621355",2014-04-26,32556.12,"2-201-2011-466502",2014-02-24,35123.4630136986
"11-1-11-575764","1-202-2021-619822",2014-04-23,32421.87,"2-201-2011-465344",2014-02-21,34957.7863013699
"11-1-11-577044","1-202-2021-622983",2014-04-30,32421.87,"2-202-2022-1091032",2014-03-01,35040.6246575342
"11-1-11-576509","1-202-2021-621521",2014-04-26,32489,"2-202-2022-1087637",2014-02-25,35123.4630136986
"11-1-12-381244","1-202-2021-622813",2014-04-29,32690.38,"2-202-2022-1089751",2014-02-27,35289.1397260274
"11-1-11-576752","1-202-2021-620705",2014-04-25,32086.24,"2-201-2011-467174",2014-02-26,34792.1095890411
"11-1-12-381410","1-202-2021-620073",2014-04-23,32287.62,"2-202-2022-1085604",2014-02-22,34874.9479452055
"11-1-12-381428","1-202-2021-621664",2014-04-27,32354.75,"2-202-2022-1089769",2014-02-27,35040.6246575342
"11-1-11-576821","1-202-2021-620968",2014-04-25,32086.24,"2-202-2022-1087822",2014-02-25,34709.2712328767
"11-1-12-381549","1-202-2021-621048",2014-04-25,32086.24,"2-201-2011-466833",2014-02-25,34709.2712328767
"11-1-12-381568","1-202-2021-623481",2014-05-01,32489,"2-202-2022-1090021",2014-02-28,34957.7863013699
"11-1-11-576551","1-202-2021-620023",2014-04-23,32019.12,"2-202-2022-1087231",2014-02-24,34709.2712328767
"11-1-11-577481","1-202-2021-622302",2014-04-28,32287.62,"2-202-2022-1089337",2014-02-27,34874.9479452055
"11-1-11-577287","1-202-2021-620401",2014-04-24,32019.12,"2-202-2022-1086517",2014-02-23,34543.5945205479
"11-1-11-577839","1-202-2021-621217",2014-04-26,32153.37,"2-202-2022-1086111",2014-02-23,34543.5945205479
"11-1-12-381737","1-202-2021-621500",2014-04-26,32153.37,"2-202-2022-1088459",2014-02-26,34792.1095890411
"11-1-11-577848","1-202-2021-620687",2014-04-25,32086.24,"2-202-2022-1088517",2014-02-26,34792.1095890411
"11-1-12-381835","1-202-2021-623205",2014-04-30,32421.87,"2-202-2022-1091122",2014-03-01,35040.6246575342
"11-1-12-381861","1-202-2021-621169",2014-04-26,32153.37,"2-201-2011-466848",2014-02-25,34709.2712328767
"11-1-12-381875","1-202-2021-624073",2014-05-02,32556.12,"2-202-2022-1091018",2014-03-01,35040.6246575342
"11-1-12-381909","1-202-2021-621009",2014-04-25,32086.24,"2-201-2011-466799",2014-02-25,34709.2712328767
"11-1-11-577002","1-202-2021-622456",2014-04-29,32354.75,"2-202-2022-1089565",2014-02-27,34874.9479452055
"11-1-12-381953","1-202-2021-622880",2014-04-30,32421.87,"2-202-2022-1089958",2014-02-28,34957.7863013699
"11-1-11-578256","1-202-2021-624608",2014-05-04,32220.49,"2-201-2011-468119",2014-03-01,34460.7561643836
"11-1-12-382077","1-202-2021-621786",2014-04-27,32220.49,"2-202-2022-1089081",2014-02-26,34792.1095890411
"11-1-12-382107","1-202-2021-623247",2014-04-30,32421.87,"2-202-2022-1090917",2014-03-01,35040.6246575342
"11-1-11-578335","1-202-2021-622304",2014-04-28,31750.61,"2-202-2022-1090046",2014-02-28,34295.0794520548
"11-1-11-578360","1-202-2021-625012",2014-05-04,32153.37,"2-202-2022-1092454",2014-03-03,34543.5945205479
"11-1-11-578403","1-202-2021-621655",2014-04-27,31683.48,"2-202-2022-1089726",2014-02-27,34212.2410958904
"11-1-11-578486","1-202-2021-621226",2014-04-26,31616.36,"2-201-2011-466564",2014-02-25,34046.5643835616
"11-1-11-578511","1-202-2021-622601",2014-04-29,31817.74,"2-202-2022-1091215",2014-03-01,34377.9178082192
"11-1-12-382612","1-202-2021-623364",2014-05-01,31951.99,"2-202-2022-1092307",2014-03-03,34543.5945205479
"11-1-11-578174","1-202-2021-622109",2014-04-28,31817.74,"2-202-2022-1092080",2014-03-02,34543.5945205479
"11-1-11-579071","1-202-2021-625674",2014-05-06,32287.62,"2-202-2022-1095197",2014-03-06,34792.1095890411
"11-1-11-578821","1-202-2021-623521",2014-05-01,31951.99,"2-202-2022-1093598",2014-03-04,34626.4328767123
"11-1-11-578834","1-202-2021-625445",2014-05-05,32220.49,"2-201-2011-468604",2014-03-03,34543.5945205479
"11-1-11-579105","1-202-2021-624320",2014-05-03,32086.24,"2-202-2022-1093319",2014-03-04,34626.4328767123
"11-1-11-578890","1-202-2021-625475",2014-05-06,32287.62,"2-202-2022-1094518",2014-03-06,34792.1095890411
"11-1-12-382850","1-202-2021-624767",2014-05-04,32153.37,"2-201-2011-468331",2014-03-02,34460.7561643836
"11-1-12-382857","1-202-2021-625301",2014-05-05,32220.49,"2-202-2022-1093121",2014-03-04,34626.4328767123
"11-1-11-578584","1-202-2021-624868",2014-05-04,32153.37,"2-202-2022-1091561",2014-03-02,34460.7561643836
"11-1-12-382965","1-202-2021-623275",2014-05-01,31951.99,"2-202-2022-1092095",2014-03-02,34460.7561643836
"11-1-11-578643","1-202-2021-624277",2014-05-03,32086.24,"2-202-2022-1092582",2014-03-03,34543.5945205479
"11-1-11-579535","1-202-2021-622673",2014-04-29,31817.74,"2-201-2011-468790",2014-03-03,34543.5945205479
"11-1-11-579360","1-202-2021-626202",2014-05-07,32354.75,"2-202-2022-1095306",2014-03-07,34874.9479452055
"11-1-11-579896","1-202-2021-625983",2014-05-07,32354.75,"2-202-2022-1096214",2014-03-08,34957.7863013699
"11-1-12-383323","1-202-2021-626801",2014-05-09,32489,"2-202-2022-1096213",2014-03-08,34957.7863013699
"11-1-11-580358","1-202-2021-627371",2014-05-10,32287.62,"2-201-2011-470579",2014-03-09,34709.2712328767
"11-1-11-580000","1-202-2021-622610",2014-04-29,31817.74,"2-202-2022-1094076",2014-03-05,34709.2712328767
"11-1-12-383677","1-202-2021-626392",2014-05-08,32354.75,"2-201-2011-469903",2014-03-07,34792.1095890411
"11-1-12-383699","1-202-2021-623642",2014-05-01,31884.86,"2-202-2022-1092624",2014-03-03,34460.7561643836
"11-1-11-580465","1-202-2021-625865",2014-05-06,31951.99,"2-201-2011-470134",2014-03-07,34460.7561643836
"11-1-11-579791","1-202-2021-624930",2014-05-04,32153.37,"2-202-2022-1094605",2014-03-06,34792.1095890411
"11-1-11-579792","1-202-2021-626101",2014-05-07,32354.75,"2-202-2022-1093706",2014-03-04,34626.4328767123
"11-1-12-383821","1-202-2021-624832",2014-05-04,32086.24,"2-201-2011-469916",2014-03-07,34792.1095890411
"11-1-11-579807","1-202-2021-626224",2014-05-07,32354.75,"2-202-2022-1096028",2014-03-07,34874.9479452055
"11-1-11-580505","1-202-2021-625747",2014-05-06,31951.99,"2-202-2022-1096936",2014-03-09,34626.4328767123
"11-1-12-383940","1-202-2021-624089",2014-05-02,31951.99,"2-202-2022-1094724",2014-03-06,34709.2712328767
"11-1-11-581493","1-202-2021-626732",2014-05-08,31683.48,"2-202-2022-1098881",2014-03-11,34295.0794520548
"11-1-12-384089","1-202-2021-624854",2014-05-04,31817.74,"2-202-2022-1095782",2014-03-07,34460.7561643836
"11-1-12-384139","1-202-2021-627143",2014-05-09,32153.37,"2-201-2011-470403",2014-03-08,34543.5945205479
"11-1-11-581166","1-202-2021-627079",2014-05-09,31750.61,"2-202-2022-1099010",2014-03-11,34295.0794520548
"11-1-11-581189","1-202-2021-625743",2014-05-06,31549.23,"2-202-2022-1095304",2014-03-07,33963.7260273973
"11-1-12-384476","1-202-2021-626882",2014-05-09,31750.61,"2-202-2022-1096733",2014-03-08,34046.5643835616
"11-1-11-581597","1-202-2021-625397",2014-05-05,31482.11,"2-202-2022-1096691",2014-03-08,34046.5643835616
"11-1-11-580989","1-202-2021-627940",2014-05-11,31884.86,"2-202-2022-1098672",2014-03-11,34295.0794520548
"11-1-12-384601","1-202-2021-626335",2014-05-07,31616.36,"2-201-2011-469866",2014-03-07,33963.7260273973
"11-1-12-384636","1-202-2021-627539",2014-05-10,31817.74,"2-202-2022-1098679",2014-03-11,34295.0794520548
"11-1-12-384648","1-202-2021-625547",2014-05-06,31549.23,"2-201-2011-469919",2014-03-07,33963.7260273973
"11-1-11-581968","1-202-2021-628897",2014-05-13,31951.99,"2-202-2022-1099164",2014-03-12,34295.0794520548
"11-1-11-581742","1-202-2021-625018",2014-05-04,31414.98,"2-202-2022-1097244",2014-03-09,34129.402739726
"11-1-11-581069","1-202-2021-624215",2014-05-03,31347.85,"2-202-2022-1094210",2014-03-05,33798.0493150685
"11-1-12-384766","1-202-2021-626140",2014-05-07,31616.36,"2-201-2011-471040",2014-03-10,34212.2410958904
"11-1-11-582751","1-202-2021-629072",2014-05-14,31951.99,"2-202-2022-1101505",2014-03-15,34460.7561643836
"11-1-11-582075","1-202-2021-625741",2014-05-06,31482.11,"2-202-2022-1097935",2014-03-10,34129.402739726
"11-1-11-583146","1-202-2021-629320",2014-05-14,31884.86,"2-202-2022-1101269",2014-03-14,34295.0794520548
"11-1-12-384946","1-202-2021-628183",2014-05-12,31884.86,"2-202-2022-1100669",2014-03-14,34460.7561643836
"11-1-11-582146","1-202-2021-628512",2014-05-12,31884.86,"2-202-2022-1100470",2014-03-13,34377.9178082192
"11-1-11-581855","1-202-2021-625036",2014-05-05,31414.98,"2-202-2022-1096931",2014-03-09,34046.5643835616
"11-1-12-385242","1-202-2021-625953",2014-05-07,31549.23,"2-201-2011-471065",2014-03-10,34129.402739726
"11-1-12-385276","1-202-2021-628612",2014-05-13,31951.99,"2-201-2011-471771",2014-03-12,34295.0794520548
"11-1-11-582596","1-202-2021-626402",2014-05-08,31616.36,"2-202-2022-1097599",2014-03-10,34129.402739726
"11-1-11-582885","1-202-2021-628806",2014-05-13,31817.74,"2-202-2022-1098441",2014-03-11,34046.5643835616
"11-1-12-385470","1-202-2021-629195",2014-05-14,31951.99,"2-201-2011-471820",2014-03-13,34295.0794520548
"11-1-11-583202","1-202-2021-629962",2014-05-16,32019.12,"2-202-2022-1100853",2014-03-14,34295.0794520548
"11-1-12-385531","1-202-2021-626671",2014-05-08,31549.23,"2-202-2022-1095107",2014-03-06,33715.2109589041
"11-1-12-385603","1-202-2021-627512",2014-05-10,31616.36,"2-201-2011-471497",2014-03-12,34129.402739726
"11-1-12-385635","1-202-2021-628800",2014-05-13,31817.74,"2-201-2011-472716",2014-03-15,34377.9178082192
"11-1-12-385743","1-202-2021-629099",2014-05-14,31884.86,"2-201-2011-471889",2014-03-13,34212.2410958904
"11-1-11-583659","1-202-2021-628719",2014-05-13,31817.74,"2-202-2022-1102362",2014-03-16,34460.7561643836
"11-1-11-584018","1-202-2021-631336",2014-05-19,32220.49,"2-202-2022-1103511",2014-03-17,34543.5945205479
"11-1-12-385817","1-202-2021-629326",2014-05-14,31884.86,"2-202-2022-1102793",2014-03-16,34460.7561643836
"11-1-11-583688","1-202-2021-631049",2014-05-18,32153.37,"2-202-2022-1103714",2014-03-18,34626.4328767123
"11-1-12-385910","1-202-2021-629863",2014-05-16,32019.12,"2-202-2022-1100564",2014-03-13,34212.2410958904
"11-1-11-583082","1-202-2021-629401",2014-05-14,31884.86,"2-202-2022-1101216",2014-03-14,34295.0794520548
"11-1-11-583101","1-202-2021-625921",2014-05-07,31414.98,"2-201-2011-470965",2014-03-10,33963.7260273973
"11-1-11-582745","1-202-2021-626390",2014-05-08,31549.23,"2-202-2022-1099401",2014-03-12,34212.2410958904
"11-1-11-583423","1-202-2021-627062",2014-05-09,31549.23,"2-201-2011-471533",2014-03-12,34129.402739726
"11-1-12-386159","1-202-2021-630784",2014-05-18,32153.37,"2-201-2011-472246",2014-03-14,34295.0794520548
"11-1-11-584108","1-202-2021-628492",2014-05-12,31750.61,"2-202-2022-1101180",2014-03-14,34295.0794520548
"11-1-11-584180","1-202-2021-630814",2014-05-18,32153.37,"2-202-2022-1105600",2014-03-20,34792.1095890411
"11-1-11-584400","1-202-2021-628594",2014-05-13,31817.74,"2-202-2022-1102678",2014-03-16,34460.7561643836
"11-1-11-584760","1-202-2021-629073",2014-05-14,31884.86,"2-202-2022-1102733",2014-03-16,34460.7561643836
"11-1-12-386570","1-202-2021-630703",2014-05-17,32086.24,"2-201-2011-473384",2014-03-17,34543.5945205479
"11-1-11-584790","1-202-2021-630411",2014-05-17,32086.24,"2-201-2011-473475",2014-03-18,34626.4328767123
"11-1-11-583997","1-202-2021-631160",2014-05-19,32220.49,"2-202-2022-1103116",2014-03-17,34543.5945205479
"11-1-11-584242","1-202-2021-630970",2014-05-18,32153.37,"2-202-2022-1104255",2014-03-18,34626.4328767123
"11-1-12-386696","1-202-2021-628119",2014-05-12,31750.61,"2-202-2022-1099206",2014-03-12,34129.402739726
"11-1-11-584898","1-202-2021-631248",2014-05-19,32220.49,"2-202-2022-1105875",2014-03-20,34792.1095890411
"11-1-11-585208","1-202-2021-629155",2014-05-14,31884.86,"2-202-2022-1101829",2014-03-15,34377.9178082192
"11-1-11-584932","1-202-2021-631327",2014-05-19,32220.49,"2-201-2011-473946",2014-03-19,34709.2712328767
"11-1-11-585568","1-202-2021-630809",2014-05-18,32153.37,"2-201-2011-473371",2014-03-17,34543.5945205479
"11-1-11-585239","1-202-2021-632444",2014-05-21,32354.75,"2-202-2022-1107531",2014-03-22,34957.7863013699
"11-1-11-584997","1-202-2021-629967",2014-05-16,32019.12,"2-201-2011-473448",2014-03-18,34626.4328767123
"11-1-12-386912","1-202-2021-630383",2014-05-17,32086.24,"2-201-2011-473763",2014-03-19,34709.2712328767
"11-1-12-386963","1-202-2021-629380",2014-05-14,31884.86,"2-201-2011-473461",2014-03-18,34626.4328767123
"11-1-12-387047","1-202-2021-629969",2014-05-16,32019.12,"2-202-2022-1105926",2014-03-20,34792.1095890411
"11-1-12-387201","1-202-2021-631732",2014-05-20,32287.62,"2-202-2022-1105801",2014-03-20,34792.1095890411
"11-1-11-585665","1-202-2021-628970",2014-05-14,31884.86,"2-202-2022-1102165",2014-03-15,34377.9178082192
"11-1-12-387162","1-202-2021-631907",2014-05-20,32287.62,"2-202-2022-1105251",2014-03-20,34792.1095890411
"11-1-11-585071","1-202-2021-631281",2014-05-19,32220.49,"2-202-2022-1103660",2014-03-17,34543.5945205479
"11-1-12-387295","1-202-2021-632356",2014-05-21,32354.75,"2-202-2022-1105309",2014-03-20,34792.1095890411
"11-1-12-387313","1-202-2021-630928",2014-05-18,32153.37,"2-201-2011-474038",2014-03-19,34709.2712328767
"11-1-11-585102","1-202-2021-628921",2014-05-13,31817.74,"2-202-2022-1102435",2014-03-16,34460.7561643836
"11-1-12-387336","1-202-2021-629144",2014-05-14,31884.86,"2-201-2011-473825",2014-03-19,34709.2712328767
"11-1-11-585759","1-202-2021-631045",2014-05-18,32153.37,"2-201-2011-473788",2014-03-19,34709.2712328767
"11-1-11-585849","1-202-2021-629852",2014-05-16,32019.12,"2-201-2011-473559",2014-03-18,34626.4328767123
"11-1-12-387600","1-202-2021-629078",2014-05-14,31884.86,"2-202-2022-1102930",2014-03-16,34460.7561643836
"11-1-12-387678","1-202-2021-631319",2014-05-19,32220.49,"2-201-2011-474351",2014-03-20,34792.1095890411
"11-1-12-387685","1-202-2021-629947",2014-05-16,32019.12,"2-202-2022-1105453",2014-03-20,34792.1095890411
